;estado;cidade;populacao;pib;pib_percapita
2803;MINAS GERAIS;Taiobeiras;31333;160162.15625;5111.60986328
2804;MINAS GERAIS;Miravania;4998;19420.89257812;3885.72998047
2805;SANTA CATARINA;Correia Pinto;14842;343976.8125;23175.91015625
2806;SANTA CATARINA;Cerro Negro;4045;29764.57421875;7358.35986328
2807;RIO GRANDE DO SUL;Morro Reuter;5985;74450.25;12439.46972656
2808;GOIAS;Alvorada do Norte;8666;55964.19921875;6457.89990234
2809;MINAS GERAIS;Juatuba;20978;770444.5625;36726.30859375
2810;ESPIRITO SANTO;Dores do Rio Preto;6293;49223.80078125;7821.99023438
2811;RIO DE JANEIRO;Conceicao de Macabu;20687;175653.15625;8490.99023438
2812;RIO GRANDE DO SUL;Camaqua;62723;1060406.25;16906.1796875
2813;AMAZONAS;Careiro da Varzea;24704;112120.0625;4538.54003906
2814;MINAS GERAIS;Itinga;15252;58555.12109375;3839.17993164
2815;AMAZONAS;Atalaia do Norte;14715;54603.19140625;3710.7199707
2816;RIO GRANDE DO SUL;Santa Margarida do Sul;2235;68161.2578125;30497.2109375
2817;PERNAMBUCO;Itaiba;27631;152252.21875;5510.20019531
2818;RIO GRANDE DO SUL;Jaquirana;4429;39487.2890625;8915.62011719
2819;SAO PAULO;Pitangueiras;35441;438054.46875;12360.09960938
2820;SAO PAULO;Suzano;284356;5559876.5;19552.51953125
2821;RIO DE JANEIRO;Bom Jardim;26549;360322.5;13571.98046875
2822;BAHIA;Itarantim;18375;82294.8125;4478.62988281
2823;PERNAMBUCO;Lajedo;34809;168724.875;4847.16015625
2824;CEARA;Jijoca de Jericoacoara;16880;64023.44140625;3792.86010742
2825;SAO PAULO;Cerquilho;38199;3092352.25;80953.75
2826;PERNAMBUCO;Sao Joaquim do Monte;21872;87932.0546875;4020.30004883
2827;SAO PAULO;Avanhandava;12112;119166.875;9838.74023438
2828;RIO GRANDE DO SUL;Xangri-la;11721;160877.53125;13725.58007812
2829;RIO GRANDE DO SUL;Unistalda;2396;28591.38867188;11932.96972656
2830;MINAS GERAIS;Palma;6212;41938.515625;6751.20996094
2831;MATO GROSSO;Nortelandia;6272;69248.6640625;11040.91992188
2832;MATO GROSSO;Juina;39708;450454.84375;11344.1796875
2833;RIO GRANDE DO SUL;Alegrete;78984;1123318.5;14222.09960938
2834;PARANA;Itambe;6082;86111.015625;14158.33984375
2835;RIO GRANDE DO NORTE;Coronel Joao Pessoa;4993;21530.4375;4312.12011719
2836;MINAS GERAIS;Coimbra;7209;43221.16015625;5995.43994141
2837;SANTA CATARINA;Jabora;4129;62235.21484375;15072.70996094
2838;SAO PAULO;Canitar;4743;35199.875;7421.43994141
2839;MINAS GERAIS;Mariana;54689;1444840.125;26419.2109375
2840;SAO PAULO;Sao Sebastiao da Grama;12990;152929.140625;11772.83984375
2841;PARANA;Ribeirao do Pinhal;13584;88980.2421875;6550.37011719
2842;SAO PAULO;Jacupiranga;16322;172416.0625;10563.41992188
2843;GOIAS;Edeia;10604;268327.09375;25304.33007812
2844;MINAS GERAIS;Urucania;10502;91329.15625;8696.36035156
2845;MARANHAO;Araioses;39166;132998.6875;3395.77001953
2846;MINAS GERAIS;Pedra do Anta;3731;17767.02929688;4762.0
2847;ALAGOAS;Olho D'Agua das Flores;20555;70390.265625;3424.47998047
2848;BAHIA;Seabra;42175;213669.90625;5066.27001953
2849;PIAUI;Buriti dos Lopes;19796;72460.390625;3660.36010742
2850;RIO DE JANEIRO;Itatiaia;35577;657369.625;18477.38085938
2851;GOIAS;Serranopolis;7813;166530.421875;21314.52929688
2852;SAO PAULO;Jaguariuna;41107;2714575.75;66036.8203125
2853;PARANA;Boa Esperanca do Iguacu;2898;31648.30859375;10920.74023438
2854;MATO GROSSO;Santo Antonio do Leste;3573;240566.609375;67329.03125
2855;MINAS GERAIS;Ijaci;6036;231447.125;38344.44921875
2856;MARANHAO;Axixa;15203;36745.2265625;2416.9699707
2857;BAHIA;Correntina;32980;637574.3125;19332.15039062
2858;PARAIBA;Pombal;32443;158469.953125;4884.56982422
2859;CEARA;Chorozinho;18759;78034.9609375;4159.87011719
2860;SAO PAULO;Mairipora;79155;1029388.125;13004.70996094
2861;BAHIA;Catolandia;4059;22203.5390625;5470.20019531
2862;SAO PAULO;Guaimbe;4740;41937.18359375;8847.50976562
2863;TOCANTINS;Rio Sono;6366;32593.95703125;5120.00976562
2864;CEARA;Quixeramobim;73517;349781.71875;4757.83007812
2865;PARAIBA;Congo;4930;30035.15429688;6092.31982422
2866;PERNAMBUCO;Buenos Aires;13675;51370.76171875;3756.55004883
2867;PERNAMBUCO;Ipubi;27353;109918.828125;4018.5300293
2868;MINAS GERAIS;Frei Lagonegro;3493;16006.06542969;4582.33007812
2869;ACRE;Sena Madureira;36166;371556.0625;10273.62988281
2870;MARANHAO;Esperantinopolis;18815;64343.0546875;3419.77001953
2871;BAHIA;Teodoro Sampaio;8442;38678.0390625;4581.62011719
2872;AMAPA;Pedra Branca do Amapari;8182;104478.9921875;12769.37011719
2873;SANTA CATARINA;Angelina;5396;63321.44921875;11734.88964844
2874;GOIAS;Lagoa Santa;1346;15363.55761719;11414.23046875
2875;PARA;Moju;68600;234566.484375;3419.34008789
2876;PARANA;Agudos do Sul;8735;52750.92578125;6039.02978516
2877;RIO GRANDE DO SUL;Caseiros;3132;44075.60546875;14072.66992188
2878;BAHIA;Itapitanga;10376;38620.75390625;3722.12011719
2879;PIAUI;Sao Jose do Peixe;3835;15313.89257812;3993.18994141
2880;BAHIA;Ribeira do Amparo;14621;46314.48046875;3167.66992188
2881;RIO GRANDE DO SUL;Camargo;2549;51100.84765625;20047.41015625
2882;PARAIBA;Varzea;2568;13316.390625;5185.50976562
2883;PERNAMBUCO;Sao Jose da Coroa Grande;18555;72025.234375;3881.7199707
2884;SANTA CATARINA;Sao Carlos;10938;146369.46875;13381.74023438
2885;MARANHAO;Santo Antonio dos Lopes;14663;65007.71484375;4433.45019531
2886;MATO GROSSO;Porto Esperidiao;9850;113256.625;11498.12988281
2887;SANTA CATARINA;Bombinhas;13695;178943.96875;13066.37011719
2888;SAO PAULO;Ilha Comprida;10090;97179.28125;9631.25
2889;SAO PAULO;Nova Luzitania;3795;29767.0078125;7843.74023438
2890;BAHIA;Caem;10187;34143.12890625;3351.63989258
2891;RIO DE JANEIRO;Miracema;26824;236378.921875;8812.21972656
2892;SAO PAULO;Lindoia;5974;67635.7421875;11321.6796875
2893;PERNAMBUCO;Parnamirim;19850;89271.609375;4497.31005859
2894;PERNAMBUCO;Frei Miguelinho;14855;52487.42578125;3533.32006836
2895;RORAIMA;Normandia;7527;74608.90625;9912.16992188
2896;SAO PAULO;Santa Salete;1446;24226.39257812;16754.08007812
2897;MINAS GERAIS;Santa Cruz de Minas;7671;34635.61328125;4515.14013672
2898;AMAZONAS;Urucurituba;18541;67527.9609375;3642.09008789
2899;RIO GRANDE DO NORTE;Jardim do Serido;12384;63020.53515625;5088.87011719
2900;MARANHAO;Chapadinha;70537;277768.03125;3937.90991211
2901;BAHIA;Macarani;16940;69146.0703125;4081.82006836
2902;PIAUI;Vila Nova do Piaui;3136;13307.02246094;4243.31005859
2903;RIO GRANDE DO NORTE;Senador Eloi de Souza;6201;24814.86914062;4001.75
2904;PARANA;Primeiro de Maio;11126;106101.3203125;9536.33984375
2905;GOIAS;Pires do Rio;27928;356490.375;12764.62011719
2906;SAO PAULO;Diadema;397738;9969819.0;25066.30078125
2907;SAO PAULO;Galia;6635;67073.984375;10109.12011719
2908;PIAUI;Buriti dos Montes;8117;24284.73242188;2991.84008789
2909;RIO GRANDE DO NORTE;Santana do Matos;14544;61293.671875;4214.35986328
2910;SAO PAULO;Altair;3287;96194.734375;29265.2109375
2911;PIAUI;Santo Inacio do Piaui;3756;12291.79589844;3272.58007812
2912;RONDONIA;Cabixi;6695;104578.7578125;15620.4296875
2913;ESPIRITO SANTO;Barra de Sao Francisco;41645;392909.25;9434.73046875
2914;SAO PAULO;Sao Lourenco da Serra;18319;138128.15625;7540.16015625
2915;MINAS GERAIS;Estrela Dalva;2536;19506.14453125;7691.70019531
2916;MINAS GERAIS;Itaobim;21618;142984.15625;6614.12011719
2917;SAO PAULO;Registro;55168;585710.5;10616.84960938
2918;SANTA CATARINA;Novo Horizonte;2954;61519.921875;20825.97070312
2919;MINAS GERAIS;Buenopolis;9627;56813.33984375;5901.45996094
2920;SANTA CATARINA;Ita;6552;187247.9375;28578.75
2921;SAO PAULO;Tatui;109017;1898242.5;17412.34960938
2922;PIAUI;Paulistana;20390;72797.6796875;3570.26000977
2923;SERGIPE;Pedrinhas;8709;37565.15625;4313.37011719
2924;AMAZONAS;Novo Aripuana;18952;85700.7265625;4521.99023438
2925;SERGIPE;Nossa Senhora da Gloria;30804;244753.5;7945.50976562
2926;SERGIPE;Carmopolis;12610;295503.3125;23434.0390625
2927;SERGIPE;Rosario do Catete;8965;503797.625;56196.05078125
2928;MATO GROSSO;Nova Ubirata;8372;440926.96875;52666.859375
2929;RIO GRANDE DO SUL;Santo Antonio do Palma;2295;35738.61328125;15572.37988281
2930;PARANA;Tuneiras do Oeste;8777;85351.8125;9724.49023438
2931;BAHIA;Barra;50226;147346.296875;2933.66992188
2932;SANTA CATARINA;Capivari de Baixo;21059;254304.703125;12075.8203125
2933;PARANA;Senges;20445;211313.234375;10335.69042969
2934;RIO DE JANEIRO;Iguaba Grande;22947;210597.21875;9177.54980469
2935;MINAS GERAIS;Serra do Salitre;10778;177244.234375;16445.0
2936;MINAS GERAIS;Pequi;4504;41105.6484375;9126.48046875
2937;MINAS GERAIS;Passos;107619;1185068.125;11011.70019531
2938;PARAIBA;Itapororoca;16573;104540.3515625;6307.87011719
2939;MINAS GERAIS;Santa Margarida;14806;105679.0078125;7137.58007812
2940;RIO GRANDE DO SUL;Alegria;4775;48344.25390625;10124.45019531
2941;MINAS GERAIS;Botelhos;15289;117536.1875;7687.62988281
2942;RIO GRANDE DO SUL;Floriano Peixoto;2155;29052.140625;13481.26953125
2943;PARAIBA;Bonito de Santa Fe;10657;44123.16015625;4140.29980469
2944;ESPIRITO SANTO;Baixo Guandu;29891;233346.015625;7806.56005859
2945;RIO GRANDE DO SUL;Tupancireta;23842;597097.8125;25043.94921875
2946;TOCANTINS;Dianopolis;19524;217774.359375;11154.19042969
2947;SAO PAULO;Barbosa;6944;50042.2109375;7206.54003906
2948;PARANA;Maua da Serra;8446;119340.1796875;14129.79003906
2949;PERNAMBUCO;Brejo da Madre de Deus;42250;161963.40625;3833.44995117
2950;CEARA;Brejo Santo;41266;191745.0625;4646.56005859
2951;SAO PAULO;Jarinu;22822;399077.0625;17486.50976562
2952;PERNAMBUCO;Condado;24403;98794.625;4048.45996094
2953;PARANA;Leopolis;4316;50136.58984375;11616.45019531
2954;MARANHAO;Jatoba;8909;26733.35546875;3000.70996094
2955;CEARA;Guaiuba;23853;82031.0625;3439.0300293
2956;MINAS GERAIS;Varginha;121785;3046304.0;25013.7890625
2957;GOIAS;Aguas Lindas de Goias;143179;548629.625;3831.77001953
2958;MINAS GERAIS;Santana dos Montes;4134;19299.37695312;4668.45019531
2959;SANTA CATARINA;Ararangua;59537;762710.1875;12810.69042969
2960;SAO PAULO;Francisco Morato;157294;863953.375;5492.60009766
2961;PERNAMBUCO;Serrita;18958;68741.2734375;3625.97998047
2962;BAHIA;Santa Ines;10803;35840.4296875;3317.63989258
2963;MINAS GERAIS;Carmo do Cajuru;20031;169706.671875;8472.20019531
2964;MINAS GERAIS;Virginopolis;11273;62167.61328125;5514.74023438
2965;PERNAMBUCO;Surubim;56795;265122.8125;4668.06982422
2966;CEARA;Ararenda;11186;35326.19921875;3158.07006836
2967;SANTA CATARINA;Imbituba;38882;946290.1875;24337.49023438
2968;BAHIA;Piripa;13325;36582.48828125;2745.39990234
2969;MINAS GERAIS;Coronel Fabriciano;105037;724103.75;6893.79980469
2970;SAO PAULO;Poloni;5100;66943.3046875;13126.13964844
2971;AMAZONAS;Presidente Figueiredo;26282;304599.375;11589.66015625
2972;SAO PAULO;Dirce Reis;1623;24405.38476562;15037.20996094
2973;PIAUI;Guadalupe;9809;98231.2265625;10014.40039062
2974;PIAUI;Madeiro;8012;23075.33984375;2880.10009766
2975;SERGIPE;Monte Alegre de Sergipe;13817;69754.8125;5048.47998047
2976;TOCANTINS;Sitio Novo do Tocantins;9568;42988.91015625;4492.99023438
2977;MINAS GERAIS;Itambe do Mato Dentro;2479;11206.33203125;4520.50976562
2978;MINAS GERAIS;Rio Pardo de Minas;29947;150917.34375;5039.47998047
2979;SAO PAULO;Tambau;22575;301012.6875;13333.90039062
2980;PARANA;Inacio Martins;11431;75978.65625;6646.72021484
2981;PARA;Cumaru do Norte;11890;81871.8359375;6885.77001953
2982;PARANA;Tamarana;11577;106447.703125;9194.75976562
2983;MARANHAO;Mirinzal;14311;39531.5546875;2762.32006836
2984;TOCANTINS;Nazare;4596;23986.79882812;5219.06005859
2985;CEARA;Tiangua;68588;374219.5625;5456.04980469
2986;GOIAS;Aparecida do Rio Doce;2871;40092.76953125;13964.74023438
2987;PIAUI;Capitao Gervasio Oliveira;4029;12069.73046875;2995.70996094
2988;MATO GROSSO;Santa Terezinha;7690;73279.421875;9529.1796875
2989;MARANHAO;Buriticupu;64685;248992.484375;3849.31005859
2990;MINAS GERAIS;Rio Paranaiba;10990;361441.1875;32888.19140625
2991;MARANHAO;Penalva;34907;100140.96875;2868.79003906
2992;SAO PAULO;Jeriquara;3216;75402.8671875;23446.16992188
2993;MARANHAO;Maraja do Sena;6954;35996.2109375;5176.33007812
2994;ESPIRITO SANTO;Afonso Claudio;31384;212760.109375;6779.25
2995;ACRE;Capixaba;9287;89052.6796875;9588.95996094
2996;CEARA;Araripe;22373;84206.421875;3763.75
2997;RONDONIA;Sao Miguel do Guapore;23201;283618.65625;12224.41992188
2998;BAHIA;Rio Real;38095;202989.765625;5328.50976562
3000;SANTA CATARINA;Ituporanga;21496;410706.5;19106.1796875
3001;MINAS GERAIS;Paracatu;83560;1226047.25;14672.66015625
3002;SAO PAULO;Dumont;8346;86997.0703125;10423.79980469
3003;MINAS GERAIS;Senador Amaral;5201;49120.94140625;9444.51953125
3004;MATO GROSSO DO SUL;Caarapo;23696;359395.1875;15166.91015625
3005;PARANA;Fenix;5017;68322.6484375;13618.23046875
3006;PARANA;Iretama;11510;76621.3125;6656.93017578
3007;SERGIPE;Malhador;12124;54451.6484375;4491.22998047
3008;RIO GRANDE DO SUL;Sao Jorge;2825;49034.63671875;17357.390625
3009;MINAS GERAIS;Sao Joao del Rei;85503;822362.0;9617.9296875
3010;PARANA;Sao Jorge do Ivai;5382;107663.90625;20004.43945312
3011;PARANA;Jussara;6240;125054.0546875;20040.7109375
3012;MARANHAO;Bacuri;16585;47541.1171875;2866.51000977
3013;MINAS GERAIS;Palmopolis;6810;27005.71679688;3965.60009766
3014;PIAUI;Caracol;10838;33394.68359375;3081.26000977
3015;PARAIBA;Aparecida;7607;30302.33789062;3983.47998047
3016;SAO PAULO;Itapirapua Paulista;3919;23267.171875;5937.02001953
3017;RIO GRANDE DO SUL;Ivora;2424;31861.1171875;13144.03027344
3018;RIO GRANDE DO SUL;Barra do Ribeiro;11762;142471.171875;12112.83984375
3019;ALAGOAS;Vicosa;26830;95608.140625;3563.47998047
3020;RIO GRANDE DO SUL;Vanini;2045;26400.24804688;12909.66015625
3021;GOIAS;Trindade;104979;759605.4375;7235.77978516
3022;PERNAMBUCO;Jaboatao dos Guararapes;687688;7068777.5;10279.04980469
3023;ALAGOAS;Maravilha;10110;33863.60546875;3349.52001953
3024;PARANA;Lunardelli;5094;40139.4140625;7879.74023438
3025;RIO GRANDE DO SUL;Liberato Salzano;6167;75537.046875;12248.58984375
3026;AMAPA;Oiapoque;20962;230480.78125;10995.16992188
3027;SANTA CATARINA;Lauro Muller;14173;182674.4375;12888.90039062
3028;MINAS GERAIS;Cambuquira;12936;97574.6875;7542.87988281
3029;MATO GROSSO;Santa Cruz do Xingu;2357;36023.68359375;15283.70019531
3030;PARA;Bonito;12013;36021.890625;2998.58007812
3031;PARANA;Engenheiro Beltrao;14280;214099.921875;14992.99023438
3032;PARANA;Jacarezinho;40582;498248.78125;12277.58007812
3033;SERGIPE;Malhada dos Bois;3830;23457.98046875;6124.79980469
3034;RIO GRANDE DO NORTE;Tibau;3937;30851.06835938;7836.18994141
3035;RIO GRANDE DO SUL;Tio Hugo;2730;58052.32421875;21264.58984375
3036;PARA;Picarra;13140;76790.75;5844.04980469
3037;RIO GRANDE DO NORTE;Nova Cruz;36561;178236.546875;4875.04980469
3038;PIAUI;Bom Principio do Piaui;5506;20777.93554688;3773.68994141
3039;RIO GRANDE DO SUL;Monte Alegre dos Campos;3256;31576.25976562;9697.87011719
3040;RIO GRANDE DO NORTE;Parazinho;4977;20183.13085938;4055.2800293
3041;RIO GRANDE DO NORTE;Montanhas;12834;48808.7890625;3803.08007812
3042;PARANA;Vere;8078;101084.9609375;12513.61035156
3043;PARAIBA;Sao Domingos do Cariri;2341;11675.81152344;4987.52978516
3044;RIO GRANDE DO NORTE;Olho-D'Agua do Borges;4578;19422.43554688;4242.56005859
3045;MARANHAO;Fortuna;14922;54452.68359375;3649.14990234
3046;RIO GRANDE DO NORTE;Rio do Fogo;10124;46879.40234375;4630.52001953
3047;PARANA;Cruz Machado;19132;123444.9375;6452.27978516
3048;MINAS GERAIS;Santana da Vargem;7222;83066.21875;11501.83007812
3049;MINAS GERAIS;Uberaba;296261;6489508.5;21904.69921875
3050;MINAS GERAIS;Santa Fe de Minas;4129;24721.9375;5987.39013672
3051;AMAZONAS;Careiro;32638;117802.6171875;3609.37011719
3052;GOIAS;Itaguari;4364;37283.44140625;8543.41015625
3053;PIAUI;Palmeira do Piaui;5116;33065.046875;6463.06982422
3054;RIO GRANDE DO SUL;Sao Jose do Ouro;7190;110298.859375;15340.58984375
3055;GOIAS;Uirapuru;3117;27419.87695312;8796.87988281
3056;RIO GRANDE DO NORTE;Acu;53282;316499.6875;5940.08984375
3057;RIO GRANDE DO SUL;Entre-Ijuis;9263;146000.953125;15761.74023438
3058;ALAGOAS;Pao de Acucar;24534;85304.7265625;3477.0
3059;RIO DE JANEIRO;Bom Jesus do Itabapoana;35303;396142.75;11221.21972656
3060;SANTA CATARINA;Orleans;21731;441775.65625;20329.27929688
3061;MINAS GERAIS;Corrego Fundo;5939;76349.15625;12855.55957031
3062;RIO GRANDE DO SUL;Vicente Dutra;5587;57206.62890625;10239.24023438
3063;PARANA;Araucaria;117964;11962877.0;101411.2578125
3064;MARANHAO;Feira Nova do Maranhao;7899;32300.70117188;4089.20996094
3065;MINAS GERAIS;Reduto;6663;42805.29296875;6424.33007812
3066;MINAS GERAIS;Carmo do Paranaiba;32059;350128.65625;10921.37988281
3067;SAO PAULO;Lins;73183;1917087.25;26195.80078125
3068;PIAUI;Sao Miguel do Fidalgo;3182;11472.98339844;3605.59008789
3069;SANTA CATARINA;Pouso Redondo;14510;237024.484375;16335.25
3070;RIO GRANDE DO SUL;Estancia Velha;43906;633553.375;14429.76953125
3071;RIO GRANDE DO NORTE;Lajes Pintadas;4309;19073.09375;4426.33984375
3072;PERNAMBUCO;Rio Formoso;21815;146614.40625;6720.81005859
3073;SANTA CATARINA;Calmon;4265;41113.1015625;9639.65039062
3074;PIAUI;Campinas do Piaui;5818;22183.11523438;3812.84008789
3075;DISTRITO FEDERAL;Brasilia;2606885;131487264.0;50438.4609375
3076;SAO PAULO;Nipoa;4103;48101.53515625;11723.5
3077;AMAZONAS;Jurua;9275;40090.02734375;4322.37011719
3078;ALAGOAS;Girau do Ponciano;36904;111610.8828125;3024.36010742
3079;SAO PAULO;Guaira;38676;850159.125;21981.5703125
3080;RIO GRANDE DO SUL;Ararica;5181;59706.1640625;11524.05957031
3081;BAHIA;Vera Cruz;37539;207724.953125;5533.58007812
3082;MINAS GERAIS;Espirito Santo do Dourado;4471;37765.73046875;8446.8203125
3083;SANTA CATARINA;Sao Ludgero;10951;263178.375;24032.359375
3084;MINAS GERAIS;Jequeri;13225;77701.3671875;5875.33984375
3085;MINAS GERAIS;Florestal;6199;45382.26953125;7320.89990234
3086;SAO PAULO;Santa Rita d'Oeste;2501;39319.76953125;15721.62011719
3087;SAO PAULO;Irapuru;7874;62625.421875;7953.43994141
3088;PARANA;Ibipora;47514;1081024.25;22751.69921875
3089;MATO GROSSO;Itauba;4585;95909.21875;20918.0390625
3090;MINAS GERAIS;Carbonita;10783;62895.98828125;5832.87988281
3091;CEARA;Porteiras;15058;53051.28515625;3523.12988281
3092;BAHIA;Riachao do Jacuipe;33666;125705.1484375;3733.88989258
3093;SAO PAULO;Sao Joao da Boa Vista;83909;1608504.875;19169.63085938
3094;CEARA;Madalena;17773;65020.15625;3658.37011719
3095;GOIAS;Israelandia;2876;22917.2890625;7968.45996094
3096;MINAS GERAIS;Ouro Fino;32639;342506.3125;10493.76953125
3097;TOCANTINS;Marianopolis do Tocantins;4743;41466.171875;8742.59960938
3098;BAHIA;Santa Cruz da Vitoria;6443;23149.640625;3592.98999023
3099;RIO GRANDE DO SUL;Guabiju;1702;38074.53515625;22370.47070312
3100;SAO PAULO;Jaboticabal;73084;1418964.875;19415.52929688
3101;MINAS GERAIS;Curral de Dentro;7376;32442.68164062;4398.41015625
3102;RIO GRANDE DO SUL;Santa Maria do Herval;6476;103114.3828125;15922.54003906
3103;CEARA;Caririacu;27380;87100.125;3181.15991211
3104;TOCANTINS;Figueiropolis;4883;65767.046875;13468.5703125
3105;ACRE;Rio Branco;305954;3837370.75;12542.30957031
3106;PERNAMBUCO;Maraial;12303;82864.140625;6735.27978516
3107;SAO PAULO;Pindamonhangaba;144613;4172247.75;28851.13085938
3108;SAO PAULO;Aracatuba;182204;3001299.5;16472.18945312
3109;CEARA;Salitre;16845;77822.125;4619.89013672
3110;PARAIBA;Alagoa Grande;28126;106449.3359375;3784.72998047
3111;SANTA CATARINA;Paulo Lopes;7255;84931.421875;11706.61035156
3112;SAO PAULO;Gaviao Peixoto;4244;165148.078125;38913.30859375
3113;RONDONIA;Presidente Medici;22519;245843.890625;10917.1796875
3114;CEARA;Maracanau;201693;3534385.0;17523.58984375
3115;SAO PAULO;Itariri;16284;94274.328125;5789.37988281
3116;PARANA;Francisco Alves;6389;56896.1328125;8905.33007812
3117;ESPIRITO SANTO;Ecoporanga;23891;227060.625;9504.01953125
3118;SAO PAULO;Votorantim;105193;1810173.375;17208.11914062
3119;PARANA;Flor da Serra do Sul;4742;52964.69140625;11169.26953125
3120;ACRE;Brasileia;20238;194979.828125;9634.33984375
3121;CEARA;Pacuja;6233;21133.74414062;3390.62011719
3122;PARAIBA;Juazeirinho;16476;64330.44140625;3904.48999023
3123;SANTA CATARINA;Xanxere;42174;916734.4375;21736.9609375
3124;BAHIA;Wenceslau Guimaraes;24802;144764.984375;5836.83007812
3125;CEARA;Itatira;18875;66732.171875;3535.47998047
3126;SANTA CATARINA;Agronomica;4925;80491.53125;16343.45996094
3127;CEARA;Aiuaba;16423;48629.4375;2961.06005859
3128;CEARA;Potengi;10144;34289.66015625;3380.29003906
3129;MINAS GERAIS;Lajinha;17678;159347.21875;9013.87011719
3130;CEARA;Altaneira;6834;21733.01171875;3180.12988281
3131;BAHIA;Santa Cruz Cabralia;26250;153209.375;5836.54980469
3132;ALAGOAS;Cha Preta;7073;26925.03125;3806.72998047
3133;MINAS GERAIS;Mirai;13502;116036.1015625;8593.99023438
3134;TOCANTINS;Colmeia;8961;72166.5078125;8053.39990234
3135;RIO GRANDE DO NORTE;Taboleiro Grande;2380;12153.43457031;5106.49023438
3136;PARANA;Alto Parana;13435;104750.40625;7796.83007812
3137;CEARA;Morada Nova;63126;351117.84375;5562.16992188
3138;PARANA;Jaguapita;12414;200335.109375;16137.83984375
3139;MATO GROSSO;Arenapolis;9903;81260.3125;8205.62988281
3140;SAO PAULO;Mongagua;44087;447405.15625;10148.23046875
3141;AMAZONAS;Maues;49666;226922.828125;4568.97998047
3142;MINAS GERAIS;Simao Pereira;2594;20950.86914062;8076.66015625
3143;CEARA;Beberibe;48760;211808.109375;4343.89013672
3144;SAO PAULO;Pontes Gestal;2557;84910.578125;33207.109375
3145;PERNAMBUCO;Vicencia;27883;155211.25;5566.52001953
3146;RIO GRANDE DO SUL;Pejucara;3946;123046.1953125;31182.50976562
3147;RONDONIA;Primavera de Rondonia;3765;45551.33203125;12098.62988281
3148;PARAIBA;Capim;5458;22519.7109375;4126.0
3149;RIO GRANDE DO SUL;Faxinalzinho;2607;27758.2265625;10647.5703125
3150;BAHIA;Sao Felix do Coribe;13504;68296.671875;5057.50976562
3151;PARANA;Joaquim Tavora;10755;159289.140625;14810.70996094
3152;SAO PAULO;Itirapua;5903;58454.1640625;9902.45019531
3153;SAO PAULO;Mira Estrela;2663;32981.234375;12384.99023438
3154;SAO PAULO;Mirandopolis;26761;242961.578125;9078.94042969
3155;PARANA;Antonina;17743;187649.9375;10576.0
3156;SAO PAULO;Itapecerica da Serra;161983;3207249.5;19799.91015625
3157;MATO GROSSO DO SUL;Guia Lopes da Laguna;10407;103997.7265625;9993.05957031
3158;SAO PAULO;Ibiuna;67392;703188.0625;10434.29980469
3159;MINAS GERAIS;Santa Barbara do Tugurio;4574;28011.52929688;6124.08007812
3160;MATO GROSSO;Agua Boa;20276;367902.125;18144.7109375
3161;PIAUI;Cocal dos Alves;5525;17449.0859375;3158.20996094
3162;RIO GRANDE DO NORTE;Sao Pedro;6590;27908.86328125;4235.02978516
3163;RIO DE JANEIRO;Paraiba do Sul;41679;487127.4375;11687.59960938
3164;RIO GRANDE DO NORTE;Luis Gomes;10144;38557.828125;3801.05004883
3165;MINAS GERAIS;Patrocinio;86467;1291521.0;14936.58007812
3166;RIO GRANDE DO SUL;Entre Rios do Sul;3087;76808.6171875;24881.31054688
3167;PARAIBA;Nazarezinho;7248;29003.875;4001.63989258
3168;RONDONIA;Espigao D'Oeste;28892;319634.03125;11063.05957031
3169;BAHIA;Mata de Sao Joao;39585;303156.75;7658.37011719
3170;MINAS GERAIS;Desterro de Entre Rios;7173;34978.38671875;4876.39990234
3171;TOCANTINS;Alvorada;8161;122968.6015625;15067.83007812
3172;PARAIBA;Sao Domingos;2822;12841.70410156;4550.56982422
3173;BAHIA;Nova Itarana;7875;24762.71875;3144.4699707
3174;RIO GRANDE DO SUL;Venancio Aires;67682;1643010.0;24275.43945312
3175;PARANA;Pien;11811;280972.4375;23789.05078125
3176;PARA;Tailandia;72720;351910.1875;4839.25
3177;MINAS GERAIS;Pirapora;53708;897816.875;16716.63085938
3178;RIO GRANDE DO SUL;Arroio do Padre;2882;26049.45507812;9038.66992188
3179;SAO PAULO;Casa Branca;28189;566633.9375;20101.24023438
3180;PARA;Magalhaes Barata;7895;23328.38085938;2954.83007812
3181;RIO DE JANEIRO;Rio Bonito;55051;834572.375;15159.99023438
3182;PERNAMBUCO;Gravata;75229;382127.21875;5079.52001953
3183;BAHIA;Castro Alves;24978;110339.4765625;4417.47021484
3184;RIO GRANDE DO SUL;Estrela Velha;3777;74811.6796875;19807.16992188
3185;GOIAS;Nova Crixas;13432;163690.328125;12186.58984375
3186;SAO PAULO;Rosana;18918;778538.875;41153.33984375
3187;MARANHAO;Sucupira do Norte;10535;31425.09570312;2982.91992188
3188;MARANHAO;Passagem Franca;17898;61833.859375;3454.79003906
3189;MATO GROSSO;Pontal do Araguaia;5322;42808.26953125;8043.64013672
3190;MATO GROSSO;Peixoto de Azevedo;30363;220627.171875;7266.31982422
3191;SANTA CATARINA;Descanso;8898;135342.984375;15210.5
3192;MINAS GERAIS;Perdigao;7961;60268.73046875;7570.5
3193;PERNAMBUCO;Jaqueira;12642;47317.8203125;3742.90991211
